DATE,TIME,HABITAT,SITE,SAMPLE,TEMP 1,TEMP 2,TEMP 3,TEMP 4,NOTES
9/26/2022,13:30,S,18,C,36.1,35.4,35.3,37,
9/26/2022,13:30,S,18,D,39.2,34.7,36.6,32.2,
9/26/2022,14:00,S,6,A,37.1,34.2,37.1,35.3,
9/26/2022,14:00,S,6,B,41.8,42,56.2,48.3,
9/26/2022,14:00,S,6,C,34.2,56.9,37.7,38.9,
9/26/2022,14:00,S,6,D,36.9,42.2,50.5,37.3,
9/26/2022,14:30,S,10,A,53,52.5,48.8,49.6,
9/26/2022,14:30,S,10,B,43.8,38.1,43.6,43.8,
9/26/2022,14:30,S,10,C,36.6,37.6,36.9,35.3,
9/26/2022,14:30,S,10,D,38.4,43,41.9,38.5,
